,Unnamed: 0,id,source,prompt,completion,completion_type,chaaben_completion,new_node_gt,anchor_node_gt,completion_string,simplified_gt_association,simplified_gen_association,simplified_concept_ranked,same_association,same_concept,class_names_gt,names_gt,class_names_gen,names_gen,same_class,same_name,simplified_correct
116,116,116,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
117,117,117,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.result','EStringToStringMapEntry.documentation'],['EReference.result','EAnnotation.result'],['EReference.result','EAnnotation.result']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIBut6tEei97MD7GK1RmA', 'key':'documentation','value':'The pin on which are put the objects participating in the association at the end not specified by the inputs.'}}""

$$",['Add_node'],"['EAnnotation.result','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.result,"[""['EAnnotation.result', 'EAnnotation.result'], ['EAnnotation.result', 'EAnnotation.result']"", ""['EReference.result', 'EAnnotation.value'], ['EReference.result', 'EAnnotation"", ""['EAnnotation.result', 'EAnnotation.result'], ['EAnnotation.result', 'EAnnotation.result']"", ""['EAnnotation.result', 'EStringToStringMapEntry.identifier'], ['EAnnotation.result', 'E"", ""['EAnnotation.result', 'EStringToStringMapEntry[0].documentation']].\n['EAnnotation"", ""['EReference.result', 'EAnnotation.result']].\n['EReference.result', 'E"", ""['EAnnotation.result', 'EAnnotation.resultMapEntry'], ['EAnnotation.result', 'EAnnotation""]","['EAnnotation.result','EStringToStringMapEntry.documentation']","['EAnnotation.result','EAnnotation.result']",EAnnotation.result,False,False,EStringToStringMapEntry,documentation,EAnnotation,result,False,False,False
118,118,118,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthDhN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@2cb8f11a (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@68798e3e (expression: EDiagnosticChain)','eOperation':'messages_combined_fragment'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
119,119,119,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
120,120,120,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjc2N6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@262b34ab (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@21de19e6 (expression: EDiagnosticChain)','eOperation':'association_class'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
121,121,121,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
122,122,122,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.ownedEnd','EStringToStringMapEntry.documentation'],['EReference.ownedEnd','EAnnotation.ownedEnd'],['EReference.ownedEnd','EAnnotation.ownedEnd']"," 3 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBymt6tEei97MD7GK1RmA', 'key':'documentation','value':'The ends that are owned by the association itself.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.ownedEnd','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.ownedEnd,"[""['EAnnotation.ownedEnd', 'EStringToStringMapEntry.reference'], ['EAnnotation.owned"", ""['EAnnotation.ownedEnd', 'EAttribute.ownedEnd']].\n['Nurse.owned"", ""['EReference.ownedEnd', 'EReference.ownedEnd']].\n\nSynonymy"", ""['EAnnotation.ownedEnd', 'EStringToStringMapEntry.name'], ['EAnnotation.owned"", ""['EAnnotation.ownedEnd', 'EStringToStringMapEntry.parameters'], ['EAnnotation.owned"", ""['EReference.ownedStart', 'EAnnotation.ownedStart']].\n['Book', 'B"", ""['EAnnotation.ownedEnd', 'EAnnotation.ownedEnd']].\n['EAnnotation.owned""]","['EAnnotation.ownedEnd','EStringToStringMapEntry.documentation']","['EAnnotation.ownedEnd','EStringToStringMapEntry.reference']",EReference.ownedEnd,False,False,EStringToStringMapEntry,documentation,EReference,ownedEnd,False,False,False
123,123,123,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
124,124,124,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
125,125,125,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
126,126,126,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftgds96tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@4739447a (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@4c1ea695 (expression: EDiagnosticChain)','eOperation':'choice_vertex'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
127,127,127,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
128,128,128,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
129,129,129,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.decider','EStringToStringMapEntry.documentation'],['EReference.decider','EAnnotation.decider'],['EReference.decider','EAnnotation.decider']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0yx96tEei97MD7GK1RmA', 'key':'documentation','value':'An OutputPin on an Action in the test section whose Boolean value determines whether to continue executing the loop bodyPart.\\n<p>From package UML::Actions.</p>'}}""

$$",['Add_node'],"['EAnnotation.decider','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.decider,"[""['EAnnotation.decider', 'EStringToMappingEntry.documentation']].\n[['EAnnotation.decider"", ""['EReference.decider', 'EReference.decider']].\n['EReference.dec"", ""['EReference.decider', 'EAnnotation.decider']].\n['Flickr', 'has"", ""['EAnnotation.decider', 'EStringToStringMapEntry.decider']].\n[['Name', '"", ""['EAnnotation.decider', 'EStringToStringMapEntry.undocumented']].\n['EAnnotation"", ""['EReference.decider', 'EAnnotation.decider', 'EReference.decider'],"", ""['EAnnotation.decider', 'EStringToStringMapEntry.verb']]\n# The set of all""]","['EAnnotation.decider','EStringToStringMapEntry.documentation']","['EAnnotation.decider','EStringToMappingEntry.documentation']",EReference.decider,False,False,EStringToStringMapEntry,documentation,EReference,decider,False,False,False
130,130,130,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.getUpper','EStringToStringMapEntry.suppressedVisibility'],['EOperation.getUpper','EAnnotation.getUpper'],['EOperation.getUpper','EAnnotation.getUpper'],['EAnnotation.getUpper','EStringToStringMapEntry.documentation']"," 0 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_t2OuOt6tEei97MD7GK1RmA', 'key':'documentation','value':'The derived upper attribute must equal the upperBound.\\r\\nresult = upperBound()'}}""

$$",['Add_node'],"['EAnnotation.getUpper','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.getUpper,"[""['EAnnotation.getUpper', 'EStringToStringMapEntry.suppressedVisibility'], ['EAnnotation.get"", ""['EOperation.getLower', 'EAnnotation.getLower'], ['EOperation.getUpper','EAnnotation"", ""['EOperation.getLower', 'EAnnotation.getLower'].\n[['student', 'University'], ['"", ""['EAnnotation.getUpper', 'EStringToStringMapEntry']].\n['[[[[[EAnnotation"", ""['EAnnotation.getUpper', 'EStringToStringMapEntry.elementSuppression']].\n['EAnnotation"", ""['EAnnotation.getLower', 'EStringToStringMapEntry.suppressedVisibility']].\n['EAnnotation"", ""['EAnnotation.getUpper', 'EDataTypeSuppressedVisibilityEnum.suppressedVisibility']].\n['E"", ""['EOperation.getName', 'EAnnotation.getUpper'], ['EAnnotation.getName', 'EAnnotation']"", ""['EOperation.getLower', 'EAnnotation.getLower'].\n['EOperation.getUpper', '"", ""['EOperation.getLower', 'EAnnotation.getLower']].\n['EOperation.getUpper', '"", ""['EAnnotation.getUpper', 'EStringToStringMapEntry.suppressedVisibility'], ['EAnnotation.get"", ""['Annotation', 'EAnnotation.getUpper'], ['Annotation', 'EAnnotation.getUpper']].\n['"", ""['EAnnotation.insertedText', 'EAnnotation.getUpper'].\n[['Employee', 'Position'],['"", ""['EAnnotation.getUpper', 'EOperation.getUpper']].\n[['Customer', 'Customer'], ['"", ""['Collection.getUpper', 'Collection.getUpper']].\n['EAnnotation.getLower', 'EAnnotation""]","['EAnnotation.getUpper','EStringToStringMapEntry.documentation']","['EOperation.getLower','EAnnotation.getLower']",EAnnotation.getLower,False,False,EStringToStringMapEntry,documentation,EAnnotation,getLower,False,False,False
131,131,131,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation'],['EOperation.multiplicity','EAnnotation.multiplicity'],['EOperation.multiplicity','EAnnotation.multiplicity']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIICvd6tEei97MD7GK1RmA', 'key':'documentation','value':'The multiplicity of the result output pin is 1..1.\\nself.result.multiplicity.is(1,1)'}}""

$$",['Add_node'],"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.multiplicity,"[""['EAnnotation', 'EAnnotation'].\n['EAnnotation.multiplicity', 'EStringToString"", ""['EOperation.multiplicity', 'EAnnotation.multiplicity'], ['EAnnotation.multiplicity"", ""['EOperation.multiplicity', 'EAnnotation.multiplicity'], ['EAnnotation.multiplicity"", ""['EAnnotation.multiplicity', 'EStringToStringMapEntry.documentation']].\n[['Borrower"", ""['EAnnotation.multiplicity', 'EAnnotation.multiplicity.documentation']].\n['EAnnotation.m"", ""['EOperation.multiplicity', 'EAnnotation.multiplicity'],['EOperation.multiplicity',"", ""['EAnnotation', 'EStringToStringMapEntry']].\n[['EAnnotation.multiplicity', '""]","['EAnnotation.multiplicity','EStringToStringMapEntry.documentation']","['EOperation.multiplicity','EAnnotation.multiplicity']",EAnnotation,False,False,EStringToStringMapEntry,documentation,EAnnotation,,False,False,False
132,132,132,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
133,133,133,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
134,134,134,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.ends_of_association','EStringToStringMapEntry.documentation'],['EOperation.ends_of_association','EAnnotation.ends_of_association'],['EOperation.ends_of_association','EAnnotation.ends_of_association']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIB3d6tEei97MD7GK1RmA', 'key':'documentation','value':'The ends of the association must not be static.\\nself.end.association.memberEnd->forall(e | not e.isStatic)'}}""

$$",['Add_node'],"['EAnnotation.ends_of_association','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.ends_of_association,"[""['EAnnotation.end_of_association', 'EStringToStringMapEntry.documentation']].\n['EAnnotation"", ""['EOperation.ends_of_association', 'EAnnotation.ends_of_association']].\n['EAnnotation"", ""['EOperation.ends_of_association', 'EAnnotation.ends_of_association']].\n['EOperation"", ""['EAnnotation.starts_of_association', 'EStringToStringMapEntry.documentation']].\n\n- The"", ""['EAnnotation.fundamental', 'EStringToEAnnotationEndMapEntry.documentation']].\n[['"", ""['EAnnotation.ends_of_association', 'EAnnotation.ends_of_association']].\n['EAnnotation"", ""['EAnnotation.end_of_association', 'EStringToStringMapEntry.documentation']].\n['EAnnotation""]","['EAnnotation.ends_of_association','EStringToStringMapEntry.documentation']","['EAnnotation.end_of_association','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,False,True,EStringToStringMapEntry,documentation,EStringToStringMapEntry,documentation,True,True,False
135,135,135,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
136,136,136,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fti3kt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@1a60af71 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@252026d8 (expression: EDiagnosticChain)','eOperation':'multiplicity_of_output'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
137,137,137,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
138,138,138,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
139,139,139,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
140,140,140,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
141,141,141,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
142,142,142,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.type_is_classifier','EStringToStringMapEntry.documentation'],['EOperation.type_is_classifier','EAnnotation.type_is_classifier'],['EOperation.type_is_classifier','EAnnotation.type_is_classifier']"," 4 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIBBN6tEei97MD7GK1RmA', 'key':'documentation','value':'The type of the result output pin is the classifier.\\ntrue'}}""

$$",['Add_node'],"['EAnnotation.type_is_classifier','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.type_is_classifier,"[""['EAnnotation.type_is_classifier', 'EStringToStringMapEntry.keyword']].\n['EAnnotation.type"", ""['EOperation.type_is_subclass', 'EAnnotation.type_is_subclass']].\n[['Parent',"", ""['EClassification.type_is_classifier', 'EAnnotation.type_is_classifier']].\n['EAnnotation.type_is"", ""['EAnnotation.type_is_classifier', 'EStringToStringMapEntry.identifier'], ['EAnnotation.type_is"", ""['EAnnotation.type_is_classifier', 'EStringToStringMapEntry.service'].\n['EAnnotation.type"", ""['EAnnotation.type_is_classifier', 'EAnnotation.type_is_classifier']].\n['EAnnotation.type_is"", ""['EAnnotation.type_is_classifier', 'EAnnotation.type_is_class']].\n['EAnnotation.type_is""]","['EAnnotation.type_is_classifier','EStringToStringMapEntry.documentation']","['EAnnotation.type_is_classifier','EStringToStringMapEntry.keyword']",EStringToStringMapEntry.keyword,False,False,EStringToStringMapEntry,documentation,EStringToStringMapEntry,keyword,True,False,False
143,143,143,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation'],['EOperation.multiplicity','EAnnotation.multiplicity'],['EOperation.multiplicity','EAnnotation.multiplicity']"," 3 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u02yd6tEei97MD7GK1RmA', 'key':'documentation','value':'The multiplicity of the InputPins is 1..1.\\nfirst.is(1,1) and second.is(1,1)\\n'}}""

$$",['Add_node'],"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.multiplicity,"[""['EAnnotation.multiplicity', 'EStringToStringMapEntry.documentation']].\n[['EAnnotation.m"", ""['EOperation.multiplicity', 'EAnnotation.type'], ['EAnnotation.multiplicity', '"", ""['EAnnotation.multiplicity', 'EOperation.multiplicity']].\n['EAnnotation.multip"", ""['EAnnotation.multiplicity', 'EStringToStringMapEntry.name'], ['EAnnotation.multip"", ""['EAnnotation.multiplicity', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.m"", ""['EAnnotation.multiplicity','EAnnotation.multiplicity']].\n['EAnnotation.multiplicity"", ""['EAnnotation.multiplicity', 'EAnnotation.multiplicity.documentation'], ['EAnnotation.multip""]","['EAnnotation.multiplicity','EStringToStringMapEntry.documentation']","['EAnnotation.multiplicity','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,True,True,EStringToStringMapEntry,documentation,EStringToStringMapEntry,documentation,True,True,True
144,144,144,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftiQbt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@266fcfdd (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@634cf485 (expression: EDiagnosticChain)','eOperation':'same_type'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
145,145,145,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthB9d6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@17974d83 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@7734ae11 (expression: EDiagnosticChain)','eOperation':'deployment_artifact'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
146,146,146,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
147,147,147,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.qualifier','EStringToStringMapEntry.documentation'],['EReference.qualifier','EAnnotation.qualifier'],['EReference.qualifier','EAnnotation.qualifier']"," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBzot6tEei97MD7GK1RmA', 'key':'documentation','value':'An optional list of ordered qualifier attributes for the end. If the list is empty, then the Association is not qualified.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/2011070'}}""

$$",['Add_node'],"['EAnnotation.qualifier','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.qualifier,"[""['EAnnotation.qualifier', 'EAnnotation.qualifier']].\n['EAnnotation.qualifier', '"", ""['EReference.id', 'EAnnotation.id']].\n['EReference.qualifier', '"", ""['EAnnotation.qualifier','EReference.qualifier']].\n['residence', 'residence'],"", ""['Eannotation.qualifier', 'Eannotation.qualifier']].\n['EAnnotation.qualifier', '"", ""['EAnnotation.qualifier', 'EStringToStringMapEntry.qualifier']].\n['EAnnotation.qual"", ""['EReference.qualifier', 'EAnnotation.qualifier'], ['EReference.qualifier',"", ""['EAnnotation.qualifier', 'EStringToStringMapEntry.quality'].\n['EAnnotation.qualifier""]","['EAnnotation.qualifier','EStringToStringMapEntry.documentation']","['EAnnotation.qualifier','EAnnotation.qualifier']",EReference.qualifier,False,False,EStringToStringMapEntry,documentation,EReference,qualifier,False,False,False
148,148,148,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.allow_access','EStringToStringMapEntry.documentation'],['EOperation.allow_access','EAnnotation.allow_access'],['EOperation.allow_access','EAnnotation.allow_access']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIH6g96tEei97MD7GK1RmA', 'key':'documentation','value':'The visibility of at least one end must allow access to the class using the action.\\ntrue'}}""

$$",['Add_node'],"['EAnnotation.allow_access','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.allow_access,"[""['EAnnotation.allow_access', 'EAnnotation.allow_access'].\n\n- » For more information see the"", ""['EOperation.allow_access', 'EAnnotation.technical_info'].\n['EOperation.find_related',"", ""['EOperation.allow_access', 'EAnnotation.allow_access']].\n['EOperation.allow_access', '"", ""['EAnnotation.assigned_to', 'EStringToStringMapEntry.documentation'],['EAnnotation.assigned_to"", ""['EAnnotation.deal_with', 'EStringToStringMapEntry.documentation'], ['EAnnotation.add',"", ""['EAnnotation.allow_access', 'EAnnotation.allow_access']].\n['EAnnotation.allow_access', '"", ""['EAnnotation.allow_access', 'EAnnotation.allow_access'], ['EAnnotation.allow_access', 'E""]","['EAnnotation.allow_access','EStringToStringMapEntry.documentation']","['EAnnotation.allow_access','EAnnotation.allow_access']",EAnnotation.allow_access,False,False,EStringToStringMapEntry,documentation,EAnnotation,allow_access,False,False,False
149,149,149,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB6A96tEei97MD7GK1RmA', 'key':'documentation','value':'The State in which the connection point refreshens are defined.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
